num_of_detection,sum_of_iou,sum_of_lev,sum_boundingbox_conf,sum_ocr_conf
0,0.804537998906506,55,0.994539797306061,0.920729279518127
3,5.55591348676657,3,6.98116362094879,6.68378669023514
6,4.9042509436846,9,5.98341608047485,5.85278785228729
0,0,63,0,0
1,0.827775867995875,54,0.957475006580353,0.870301067829132
0,0,63,0,0
0,5.63511439089395,7,6.99651062488556,6.70115572214127
1,0.77166392092257,54,0.998584747314453,0.987620055675507
2,4.86252792573377,13,5.9948365688324,5.76356679201126
0,4.0227342472947,23,4.99606394767761,4.9702073931694
0,0,63,0,0
0,4.74222297070125,15,5.95175528526306,5.9034389257431
2,3.15311572467188,29,3.99180889129639,3.86122190952301
2,2.37815970695033,37,2.99729037284851,2.84529238939285
6,4.77205799599787,9,5.98957508802414,5.70466405153275
0,0,63,0,0
0,1.63866381293495,47,1.99122661352158,1.9803067445755
0,1.55515571612415,47,1.95330077409744,1.92653006315231
6,4.762245536597,9,5.97248029708862,5.71548867225647
0,2.35797836145894,39,2.99010986089706,2.86457407474518
6,4.80665673297545,9,5.99274623394012,5.8327841758728
4,3.25442822487479,27,3.93060100078583,3.940425157547
4,3.21453910939051,27,3.99295842647552,3.76912915706635
0,4.72567534617976,15,5.9939032793045,5.87748801708221
6,4.66809428289104,9,5.98657792806625,5.74151241779327
2,1.57312742232456,45,1.99827569723129,1.93586868047714
2,5.65098866282248,5,6.99001520872116,6.63480943441391
7,5.5948200807367,0,6.99092257022858,6.58424073457718
7,5.6486886888028,0,6.99219113588333,6.72909390926361
0,0,63,0,0
6,4.71866211578265,9,5.97952449321747,5.905837059021
0,0,63,0,0
3,5.6847489337069,4,6.99073946475983,6.58228725194931
0,0,63,0,0
0,5.26620110576278,7,6.95234531164169,6.6102243065834
6,4.98962882213818,9,5.99296230077744,5.81690633296967
0,1.60915374391441,47,1.99378246068954,1.88904762268066
0,1.56125230188992,47,1.98215591907501,1.96209985017777
6,4.75648358317813,9,5.99011272192001,5.82371670007706
2,1.67371839004974,45,1.99274569749832,1.97373110055923
0,0,63,0,0
1,3.03918493087799,30,3.98501306772232,3.69682949781418
0,0.785414165666267,55,0.99210125207901,0.860975801944733
0,0.823952095808383,55,0.997000515460968,0.969268918037415
0,2.41761189767487,40,2.99778205156326,2.8368324637413
2,2.36585254224321,36,2.99385207891464,2.97226178646088
2,1.57153970114293,45,1.91003882884979,1.92061996459961
4,3.94551688790926,19,4.99438506364822,4.74140077829361
7,5.39768774905352,0,6.86754697561264,6.82491457462311
4,4.82572748033289,11,5.996158182621,5.72792828083038
0,0,63,0,0
0,5.53380806475912,7,6.99704152345657,6.65951460599899
7,5.54361842653222,0,6.80828011035919,6.57455271482468
0,0,63,0,0
1,0.79143821172501,54,0.999000728130341,0.991109549999237
0,5.40141922190931,7,6.98970800638199,6.56186830997467
1,2.32860785636696,38,2.99803423881531,2.97157084941864
1,0.795121951219512,54,0.938831627368927,0.819097101688385
0,5.7248635602175,7,6.99830234050751,6.89420849084854
7,5.65108032271925,0,6.99496430158615,6.78321892023087
6,4.70664424080031,9,5.9700094461441,5.87114506959915
0,4.85485206820468,15,5.99757885932922,5.8850502371788
0,4.79937002051647,15,5.99377739429474,5.89669179916382
7,5.6719489086115,0,6.98089814186096,6.70979827642441
2,1.62496112793639,45,1.99519377946854,1.93975567817688
5,5.76305218002454,2,6.99128955602646,6.67316782474518
3,2.29193551018792,36,2.99665558338165,2.76839631795883
4,5.45378730684976,3,6.98400104045868,6.63862246274948
0,0,63,0,0
5,4.87678278727963,10,5.99561792612076,5.77105337381363
6,5.65750275018946,2,6.99574041366577,6.91238623857498
2,2.26675577902622,36,2.9860160946846,2.82463675737381
0,0,63,0,0
0,5.58038949027093,7,6.9874170422554,6.90985006093979
5,4.7184810175148,9,5.78083992004395,5.70279198884964
0,5.72019264646672,7,6.99556970596314,6.71354502439499
0,5.59363912186089,7,6.90245193243027,6.91079586744309
4,4.06105693587839,19,4.98894721269608,4.78574085235596
5,4.73720535108768,10,5.99558079242706,5.72979122400284
4,3.18076807164466,27,3.99046140909195,3.89082282781601
3,3.18870784242222,27,3.96613353490829,3.95936560630798
6,5.63470798322415,1,6.99536687135696,6.7440510392189
0,1.60458568560578,47,1.98960900306702,1.99064767360687
0,0,63,0,0
5,3.99604950200308,18,4.9949215054512,4.91451758146286
0,0,63,0,0
0,5.47231826549055,7,6.99362361431122,6.78480309247971
1,2.33732088134068,38,2.99091625213623,2.7954341173172
0,0,63,0,0
7,5.646055460723,0,6.99502730369568,6.74203830957413
0,0,63,0,0
0,0.739770867430442,54,0.998831570148468,0.97149795293808
4,3.11912652077283,27,3.97169584035873,3.87725502252579
0,0,63,0,0
1,0.838458938830686,54,0.996903240680695,0.910093367099762
0,5.64070952408788,7,6.99317449331284,6.4885305762291
0,0,63,0,0
0,0.748928571428571,54,0.995866298675537,0.99502831697464
0,0.802269503546099,55,0.999683976173401,0.954764008522034
0,3.20165134304183,31,3.99126988649368,3.94583433866501
0,5.56039263038657,7,6.99637120962143,6.97504305839539
0,5.41796223071532,7,6.99158024787903,6.84452879428864
0,1.63067716182096,47,1.9966903924942,1.95212608575821
0,4.07813621025825,23,4.9962842464447,4.991335272789
3,5.80266190782378,4,6.99267262220383,6.63970655202866
6,5.77032996022303,1,6.98830199241638,6.74244177341461
0,3.24555641454029,31,3.9970321059227,3.98119300603867
6,4.78760638654706,9,5.99312853813171,5.75971156358719
2,2.35955537617743,37,2.9869527220726,2.87577509880066
3,3.16052373986255,28,3.9791511297226,3.77033299207687
6,5.71278719884636,1,6.95924633741379,6.90301156044006
5,3.95350117970524,18,4.99246340990067,4.95148402452469
2,1.53562639701694,45,1.99249422550201,1.87782102823257
0,0,63,0,0
6,5.64315682159104,1,6.98946541547775,6.57060378789902
6,5.61978600358157,0,6.98871713876724,6.86444050073624
0,0.793117491345958,55,0.994495809078217,0.92454195022583
7,5.70039506442435,0,6.98841440677643,6.74506449699402
0,4.72938487286092,15,5.99699020385742,5.96133518218994
2,2.27332640204527,36,2.9893611073494,2.83823084831238
6,5.40196632786129,0,6.98189055919647,6.72240090370178
6,4.78577374319144,9,5.99402266740799,5.90182507038116
7,5.63995899661529,-1,6.99252480268478,6.91930830478668
6,5.58911908168296,1,6.99326014518738,6.72547137737274
5,5.73667704581983,2,6.99235701560974,6.6842532157898
4,5.84703679211406,3,6.99181628227234,6.75587624311447
0,0,63,0,0
0,5.52565442370332,7,6.9946101307869,6.86846423149109
3,2.37260927286772,36,2.99473321437836,2.89282512664795
7,5.50508960375968,0,6.98991692066193,6.79590350389481
0,0,63,0,0
0,2.33515734827571,39,2.9924675822258,2.99268388748169
0,0,63,0,0
0,5.80297224877854,7,6.99742239713669,6.93982112407684
0,0,63,0,0
3,5.58981723213499,4,6.99022501707077,6.73487603664398
0,4.83287690089337,15,5.99430245161057,5.88759577274323
0,0,63,0,0
0,5.51724112581592,7,6.99280625581741,6.88349103927612
1,3.06850795343475,30,3.99601030349731,3.65732318162918
0,2.37423743133781,39,2.9971017241478,2.99632340669632
6,5.66139385011879,1,6.99290978908539,6.68712079524994
4,4.52345250200207,9,5.98455607891083,5.64951246976852
0,5.70494501402952,7,6.9946922659874,6.97555649280548
7,5.62299056536046,0,6.99162632226944,6.60708725452423
3,2.30822989159344,36,2.98999255895615,2.93365687131882
0,4.11577571275586,23,4.99492335319519,4.99048840999603
3,4.80426295469911,12,5.99378579854965,5.73646301031113
0,2.35627583006431,40,2.99396646022797,2.78125238418579
0,4.02488621587821,23,4.99442952871323,4.98952680826187
3,2.40886825400319,36,2.99677920341492,2.99216371774673
1,0.781668383110196,54,0.894215226173401,0.947971820831299
0,0,63,0,0
0,5.57147782848017,7,6.98227697610855,6.85431581735611
7,5.55230591853797,0,6.99534249305725,6.80266398191452
3,3.13170076399087,27,3.94238460063934,3.83872383832932
5,4.78630393650856,10,5.99447423219681,5.84191608428955
6,5.55471001871269,1,6.99154180288315,6.59316968917847
6,5.44002984154523,2,6.90899503231049,6.50928330421448
7,5.46148808422146,0,6.97754496335983,6.74453192949295
0,4.79845057177763,15,5.99394011497498,5.88410872220993
0,0,63,0,0
7,5.76684963942144,0,6.99628007411957,6.8163098692894
0,5.59595887734777,7,6.99764484167099,6.91549664735794
7,5.62912129495422,0,6.99542462825775,6.67535662651062
5,5.76532777680621,2,6.98296469449997,6.65893340110779
0,0,63,0,0
1,1.61817139289467,46,1.99450623989105,1.78750789165497
5,5.7536733876801,2,6.99149459600449,6.67145454883575
5,4.05484341851314,18,4.99031627178192,4.87805742025375
5,3.96559943730594,18,4.99085396528244,4.80479317903519
2,1.6502834792414,45,1.99535065889359,1.99597483873367
5,5.75937958266203,2,6.98080718517303,6.76057326793671
2,1.60093528762739,45,1.9950550198555,1.87863290309906
0,0.787012113055182,55,0.997285008430481,0.996243596076965
0,2.44409174611864,39,2.98343688249588,2.90421855449677
0,5.64990546122346,7,6.99514853954315,6.91314297914505
7,5.60425997900214,0,6.99188619852066,6.85147941112518
4,3.95702389224484,18,4.98238241672516,4.846062541008
7,5.51499595287694,0,6.99167615175247,6.89426743984222
7,5.66374299321702,-1,6.99553817510605,6.66338843107224
0,0.817507038648579,55,0.994049787521362,0.903268992900848
1,5.91081171885535,7,5.27444848418236,6.24047183990479
0,5.62870899200415,7,6.99420762062073,6.66098368167877
0,5.58997413446261,7,6.99284940958023,6.7700178027153
5,4.69618549143253,10,5.98413747549057,5.82218992710114
5,4.91229938359807,10,5.98906713724136,5.70585519075394
0,0,63,0,0
6,4.81723093883209,9,5.99550521373749,5.91331005096436
7,5.62299290605951,-1,6.97942131757736,6.6592367887497
1,1.6695495729071,46,1.96366912126541,1.83524680137634
6,5.42283688720726,0,6.98144310712814,6.78655260801315
2,2.40535349356411,37,2.89353346824646,2.96003931760788
0,5.63723902515543,7,6.9926700592041,6.88390630483627
0,5.52803218805986,7,6.97186172008514,6.83499938249588
0,1.60534628221674,47,1.99885898828506,1.70855623483658
0,2.28769846651702,39,2.9953441619873,2.95620638132095
0,3.9309501619659,23,4.99641305208206,4.90202784538269
0,0.776806989674345,55,0.999302625656128,0.964072167873383
0,4.68988903448624,15,5.98544389009476,5.78673386573792
0,5.69143195844824,7,6.99580061435699,6.83878809213638
7,5.72061437488915,0,6.99208480119705,6.75804781913757
4,4.00934729342944,19,4.99286413192749,4.90439033508301
6,4.8420897422345,9,5.97477173805237,5.87215971946716
6,5.67413876293882,1,6.99153405427933,6.65366733074188
1,0.760466988727858,54,0.997970640659332,0.96843421459198
1,0.768358378225121,54,0.996148228645325,0.999258875846863
6,5.49211796130527,0,6.99328827857971,6.8118222951889
6,4.84318454840917,9,5.99537521600723,5.74481952190399
0,0.864928292046936,55,0.977525889873505,0.999154031276703
6,5.47321755850223,0,6.98709952831268,6.70951330661774
6,5.87355699427531,1,6.99500906467438,6.77900230884552
5,4.10150588465642,18,4.985531270504,4.97759675979614
6,4.95240128978882,9,5.99333477020264,5.83280581235886
4,4.04886528973992,19,4.99461376667023,4.87911087274551
1,0.839810426540284,54,0.517232000827789,0.993129432201386
4,4.96554878905443,11,5.98706382513046,5.65635424852371
3,3.18967025569679,28,3.99645191431046,3.93396902084351
3,5.36972354332678,1,6.94485121965408,6.60916781425476
7,5.79878047206205,0,6.99330013990402,6.94874447584152
1,1.64297871727212,46,1.99070703983307,1.8189092874527
7,5.6177690349766,0,6.9778665304184,6.67607098817825
2,1.62083868845646,45,1.99835449457169,1.91873502731323
6,5.47992347495334,0,6.98464345932007,6.75348973274231
5,5.8884754589238,2,6.99055957794189,6.62993276119232
6,4.92524326573907,9,5.99716109037399,5.82274806499481
2,2.40446525308927,37,2.98693412542343,2.89535158872604
6,4.75419219428751,9,5.9913232922554,5.66514015197754
0,1.60555387134083,47,1.99873620271683,1.93878865242004
1,0.798240635641317,54,0.994534611701965,0.89979088306427
6,5.70168684182409,1,6.99497479200363,6.76735210418701
5,4.8478312292177,10,5.99102228879929,5.68789875507355
3,5.66646051034379,4,6.97926020622253,6.45524114370346
7,5.63253053372905,0,6.98623991012573,6.65820682048798
6,4.83119892183695,9,5.96217924356461,5.70674121379852
0,5.58110389065046,7,6.98829430341721,6.87798285484314
6,4.83289887938528,9,5.98076677322388,5.52391844987869
0,1.59463483956213,47,1.99681979417801,1.97124367952347
3,2.38119928571083,36,2.99158805608749,2.90568745136261
3,2.32772513361749,36,2.96313667297363,2.94496357440948
0,3.21809610297459,31,3.9884557723999,3.8134571313858
0,2.45682691992805,39,2.93625146150589,2.59521752595901
0,4.67758351166546,15,5.99339008331299,5.64764314889908
2,2.4105740373192,36,2.9789325594902,2.85106563568115
6,5.74280422063224,1,6.98104894161224,6.8563084602356
2,3.27384826670171,29,3.99444425106049,3.63237202167511
6,5.54347879263688,1,6.99239927530289,6.83508306741715
4,3.25773159774196,27,3.99277567863464,3.80231022834778
7,5.73357484406725,0,6.99628394842148,6.95882976055145
2,1.58555367419415,45,1.99840873479843,1.8141770362854
0,4.7917344443907,15,5.99594104290009,5.95201349258423
0,4.04957154521861,23,4.98610889911652,4.67671722173691
7,5.81516421976659,0,6.99688315391541,6.8715877532959
4,3.21628457388711,27,3.98920488357544,3.97762697935104
4,4.92911226773626,11,5.99538636207581,5.84607362747192
2,1.70817828271317,45,1.98734909296036,1.82148659229279
5,5.35587142417097,0,6.97842210531235,6.85478550195694
5,4.67813011966415,9,5.99483853578568,5.82854235172272
7,5.50518644854892,0,6.98492383956909,6.76872646808624
7,5.46778117533557,0,6.99358057975769,6.92471545934677
0,0,63,0,0
6,4.82086879678778,9,5.99640512466431,5.95513319969177
5,4.6215590817428,9,5.99473685026169,5.80713093280792
0,4.03254492542299,24,4.99635010957718,4.77072578668594
0,3.17727046770718,31,3.99620127677917,3.90396249294281
7,5.56830421282398,0,6.98797196149826,6.8803488612175
7,5.55571948903362,0,6.99150860309601,6.68748408555985
0,4.10579507208427,23,4.99650567770004,4.84932368993759
7,5.8412341778569,0,6.99743694067001,6.99005961418152
1,2.36260548866284,37,2.99368298053741,2.89122593402863
4,3.89232537194115,19,4.61488109827042,4.62240934371948
1,0.804923652228108,54,0.998921513557434,0.972346901893616
1,0.79976717112922,54,0.95268976688385,0.99149888753891
0,5.67492994184874,7,6.99102783203125,6.58569902181625
0,0.826328973003062,55,0.999562680721283,0.972239196300507
0,0,63,0,0
0,0,63,0,0
0,0,63,0,0
0,3.15236651826647,31,3.99672871828079,3.9698058962822
4,3.91178603592273,19,4.9954109787941,4.76712948083878
2,1.58142308297737,45,1.99744093418121,1.93218213319778
3,2.41891222945423,36,2.99682015180588,2.86826235055923
6,4.93014100150549,9,5.99566984176636,5.85397332906723
0,0,63,0,0
6,5.61726106972201,1,6.99346232414246,6.68160462379456
1,0.80742834073476,54,0.999351799488068,0.986024260520935
0,3.38535253363812,31,3.92871028184891,3.95540767908096
0,5.54453754030155,7,6.99488741159439,6.97417843341827
1,5.75703319815455,6,6.99590474367142,6.89036720991135
0,0,63,0,0
0,0,63,0,0
0,0,63,0,0
0,4.24906902924208,24,4.99543243646622,4.73530924320221
0,4.03015824377424,23,4.99347275495529,4.72967320680618
0,4.79721078286788,15,5.99595856666565,5.95399588346481
0,3.24382026490216,31,3.99706518650055,3.95419424772263
0,0,63,0,0
0,3.1692432771861,31,3.99355489015579,3.84826785326004
0,0,63,0,0
0,5.57554595424805,10,6.9952255487442,6.47717434167862
0,5.49016010902535,7,6.99004846811295,6.89027327299118
3,4.55242112231065,10,5.7961545586586,5.6827295422554
4,3.19583010448956,27,3.97916036844254,3.88291597366333
1,0.794439764111205,54,0.940305352210999,0.904314815998077
3,3.18435035863782,28,3.99774748086929,3.80822062492371
7,5.63836215208114,0,6.9932062625885,6.85784608125687
0,0,63,0,0
4,3.14341660648546,27,3.9977793097496,3.82465159893036
0,5.66157290054146,7,6.99042022228241,6.87372153997421
0,5.68579532317435,8,6.99493515491486,6.61010491847992
0,0,63,0,0
6,4.82741360792477,9,5.99717372655869,5.72520047426224
7,5.49678541206607,0,6.96687698364258,6.73832666873932
6,4.86317756576216,9,5.99041831493378,5.87406361103058
0,5.65128402031571,7,6.99463242292404,6.9590437412262
0,0,63,0,0
0,0.756410256410256,56,0.998084425926209,0.816801607608795
0,1.56879194630873,46,1.99140518903732,1.94916927814484
6,4.7242253687579,9,5.97654432058334,5.59616738557816
3,2.42800866506905,27,2.99787086248414,3.71433579921722
4,4.56987758608258,9,5.99135786294937,5.80693662166595
0,5.45563960476178,7,6.99674564599991,6.36564975976944
4,4.02850680962013,19,4.99447083473206,4.75814080238342
5,4.66137476198669,9,5.98909085988998,5.81886368989944
0,4.59850329848456,15,5.98125416040421,5.46777659654617
0,5.67060807794792,7,6.99554336071014,6.74756669998169
1,1.50479384003974,45,1.99559366703033,1.93854087591171
2,2.31306883664586,36,2.9845929145813,2.93358278274536
7,5.6110619235136,0,6.99264919757843,6.76660186052322
0,0,63,0,0
0,0,63,0,0
0,5.7552503920714,7,6.99383544921875,6.98256206512451
0,1.59242836989833,47,1.99647551774979,1.82762235403061
0,0,63,0,0
0,3.15389474224562,31,3.99343979358673,3.92660540342331
2,1.56719633747608,45,1.99388575553894,1.90892380475998
3,4.43523895779768,9,5.96536540985107,5.69365656375885
0,1.59068605707974,47,1.99397253990173,1.84461408853531
3,2.44398106845927,36,2.99269336462021,2.8320894241333
7,5.61852191494253,0,6.99270761013031,6.85884684324265
5,5.34922262388063,-1,6.96061128377914,6.75653868913651
7,5.55014958032362,0,6.99112641811371,6.75269216299057
0,0,63,0,0
6,4.84515381290923,9,5.99215924739838,5.73989647626877
2,1.59805862171838,45,1.9977011680603,1.86722594499588
0,1.54326880796346,47,1.99566376209259,1.99557024240494
0,5.60584643044738,7,6.99532848596573,6.98274737596512
0,5.57121211897671,7,6.99369162321091,6.75344288349152
0,0,63,0,0
0,0,63,0,0
0,0,63,0,0
0,5.77867572318475,7,6.98894858360291,6.51845347881317
3,2.45879428536152,36,2.99056696891785,2.83293068408966
6,4.71010278865426,9,5.99347722530365,5.77257192134857
6,4.69410626847507,9,5.9935490489006,5.93495231866837
6,4.80703682458638,9,5.97996693849564,5.70848846435547
0,0,63,0,0
1,0.808886183810104,54,0.998457074165344,0.974666059017181
6,5.51008590663865,0,6.97703123092651,6.8681635260582
2,1.65564628424092,45,1.99548017978668,1.92418015003204
7,5.68377964947668,0,6.99521064758301,6.90608531236649
0,5.46145918546626,7,6.99130517244339,6.91375458240509
0,0,63,0,0
1,1.65078849643512,46,1.99022006988525,1.9491058588028
0,0,63,0,0
5,3.99192064324349,18,4.9952831864357,4.70147478580475
0,3.96431188587251,23,4.93997031450272,4.93395817279816
7,5.53511699160083,0,6.99102014303207,6.65854042768478
5,4.8091528410959,10,5.98879051208496,5.77582406997681
0,0,63,0,0
0,0,63,0,0
4,5.04540978718183,11,5.9751603603363,5.49267685413361
0,1.61957389161934,47,1.99715876579285,1.96350085735321
1,1.55050658402416,46,1.99851870536804,1.92929875850678
2,3.13031056852135,28,3.93743866682053,3.71315789222717
7,5.71443520166599,0,6.99405336380005,6.6797251701355
3,2.38555915257732,36,2.79039531946182,2.82645356655121
5,4.84944456512558,10,5.99654656648636,5.86733019351959
0,5.54295272247703,7,6.99415481090546,6.71522498130798
2,4.83781410696047,13,5.98646086454392,5.62398248910904
0,0,63,0,0
0,3.86381286350443,23,4.97127836942673,4.9826917052269
4,5.67965533493898,3,6.9867667555809,6.4862152338028
0,3.18130704887791,31,3.984375,3.93833982944489
7,5.55870149583245,0,6.99451988935471,6.83216029405594
6,5.43558180323456,0,6.98636662960053,6.81772232055664
0,5.71902102086017,7,6.99501180648804,6.9437957406044
5,4.88338727720791,10,5.97927224636078,5.66321456432343
4,3.27421795094305,27,3.98573446273804,3.94277876615524
7,5.60109505886352,0,6.99063777923584,6.80348336696625
0,5.5732194033011,7,6.99051433801651,6.2402555346489
1,0.808298755186722,54,0.998684942722321,0.918594658374786
5,4.0856797314182,18,4.99614518880844,4.93245965242386
0,5.80429782034687,7,6.99369847774506,6.80437630414963
1,1.56397767800014,45,1.99433022737503,1.86729371547699
0,1.60537964121819,47,1.99827921390533,1.99431127309799
6,5.56409496762853,1,6.9814618229866,6.63412624597549
0,4.79348105156362,15,5.99074018001556,5.67013710733228
4,5.8711072400668,3,6.98820757865906,6.52796602249146
1,5.74443282226135,6,6.98304784297943,6.55595117807388
7,5.81837087366576,0,6.99670273065567,6.98089289665222
0,3.98923664239792,23,4.99506729841232,4.86712902784348
0,5.68589763560317,7,6.99606567621231,6.93983918428421
4,4.91148516549951,11,5.98569518327713,5.7253378033638
0,4.86102738183233,15,5.99267727136612,5.95058846473694
0,0,63,0,0
6,5.68987306796896,1,6.98957914113998,6.8787527680397
0,5.59203307426922,7,6.99474036693573,6.95126485824585
0,3.96573164698512,23,4.99517160654068,4.88738834857941
0,3.22069689954172,31,3.99659186601639,3.84200936555862
7,5.69091492174622,0,6.99777156114578,6.94805401563644
0,2.41939890984998,39,2.99459856748581,2.83423036336899
5,5.4085841465148,1,6.96779257059097,6.4928303360939
2,1.6057426101213,45,1.99824863672256,1.82297194004059
4,3.25007836577126,27,3.97386902570724,3.96730124950409
0,4.81113257954612,15,5.99437588453293,5.99162065982819
0,5.56721586507953,7,6.96109855175018,6.92183101177216
0,0,63,0,0
0,0.800324675324675,55,0.998636901378632,0.99935245513916
3,3.12366260052349,27,3.99456775188446,3.65494948625565
3,2.44054865244732,36,2.99616694450378,2.89004927873611
5,5.40099209449024,0,6.99352937936783,6.5975900888443
7,5.83651603562985,0,6.99619978666306,6.97498840093613
7,5.58099426719694,0,6.99503040313721,6.90659070014954
4,4.54042534737695,9,5.84828025102615,5.75480318069458
2,1.54057206570435,45,1.99400115013123,1.8636691570282
2,1.58094810823096,45,1.99652105569839,1.97219675779343
0,3.18028042281662,31,3.99749130010605,3.98023122549057
0,0,63,0,0
0,5.50103398797703,7,6.98898160457611,6.73096936941147
2,1.51940666019144,45,1.99308556318283,1.90935200452805
0,1.67761401925667,47,1.9926952123642,1.99706453084946
1,1.63782541223218,46,1.96117812395096,1.82366245985031
0,1.6078945178804,47,1.99694639444351,1.92227578163147
0,0,63,0,0
0,4.77022767528286,15,5.98893487453461,5.88571780920029
0,5.72683549044451,7,6.99203479290009,6.82663029432297
0,4.75735432201759,15,5.97881752252579,5.89810311794281
4,4.59850755024999,9,5.943039894104,5.82484090328217
7,5.51539902640323,0,6.99079555273056,6.55025368928909
0,0.769729425028185,55,0.998471438884735,0.916848063468933
6,4.82074281948805,9,5.99085479974747,5.86657422780991
7,5.60868216472055,0,6.99387723207474,6.81772530078888
3,5.68653261178312,4,6.98002332448959,6.57221156358719
7,5.60023883947208,0,6.99556982517242,6.73434638977051
2,2.30158211674027,36,2.99620121717453,2.84182929992676
0,0.77072192513369,56,0.999573886394501,0.892558634281158
1,1.64360874273128,47,1.99671441316605,1.9668790102005
1,2.3947631109784,38,2.90622293949127,2.71384614706039
3,4.06445271001571,20,4.99511116743088,4.77824646234512
3,4.04140834290478,20,4.99345606565475,4.68313890695572
4,3.14403573553375,27,3.98587745428085,3.82032614946365
0,5.39843505620735,7,6.88249731063843,6.96556442975998
3,2.51622791938758,36,2.99611550569534,2.99661028385162
0,2.38517947782854,39,2.99277639389038,2.78844439983368
0,4.00665483249244,23,4.99676108360291,4.99032413959503
5,3.94306272752322,18,4.98786526918411,4.81820845603943
0,5.76856221938852,9,6.99088078737259,6.79421317577362
6,5.61532454869808,0,6.99348229169846,6.94448226690292
3,2.35986669858462,36,2.99423468112946,2.95731556415558
0,3.91500797844519,23,4.93008661270142,4.95512270927429
7,5.46314799319666,0,6.96637278795242,6.71496146917343
6,4.86074671781569,9,5.99452716112137,5.92002826929092
0,3.15488016332698,31,3.9909895658493,3.88530963659286
1,3.18215831362278,30,3.99369847774506,3.72783720493317
2,2.36747364390505,37,2.99736523628235,2.94577723741531
0,0.825420748555639,55,0.997778952121735,0.916144728660584
6,4.89201576870064,9,5.99273884296417,5.75725567340851
4,3.15658953825749,27,3.77415758371353,3.73882883787155
4,4.80124149307678,11,5.9826135635376,5.80573731660843
5,4.95831099051318,10,5.97143590450287,5.77974307537079
0,5.53337735262103,7,6.99434733390808,6.94246941804886
6,5.73820910412986,1,6.97832131385803,6.79335296154022
5,5.3455270035717,1,6.99074816703796,6.62410414218903
0,0.810774228478614,55,0.986375272274017,0.978091537952423
6,4.6770563136652,9,5.99171853065491,5.90476226806641
2,2.3236779050437,37,2.99572116136551,2.86194163560867
7,5.7284271081867,0,6.99261635541916,6.76910305023193
4,4.57743339580187,9,5.99036884307861,5.68119287490845
6,4.86374790834657,9,5.99737131595612,5.81390339136124
7,5.56399513643958,0,6.98110276460648,6.75637024641037
0,0,63,0,0
6,5.56338176235823,2,6.97420406341553,6.67714494466782
0,0.802504472271914,56,0.99902355670929,0.911858141422272
2,1.64035503537374,45,1.97087770700455,1.84122622013092
5,5.5535010954613,1,6.99498414993286,6.95597380399704
7,5.63376172980596,0,6.99084788560867,6.85595172643662
3,2.38408351922181,36,2.9886759519577,2.803571164608
0,0,63,0,0
1,0.873306019539868,54,0.989325284957886,0.951864361763001
3,2.39644100670046,36,2.97814011573792,2.79676616191864
0,0,63,0,0
4,3.20000275506406,27,3.99662619829178,3.85832220315933
1,0.831844288449266,54,0.997905015945435,0.976687371730804
7,5.69825567024658,0,6.99471318721771,6.87665629386902
0,1.63791419710616,48,1.94617754220963,1.78857332468033
6,4.84778016634579,9,5.99436849355698,5.9835776090622
3,3.13243755194931,29,3.98994547128677,3.70754754543304
0,5.70481871576759,7,6.9933894276619,6.66268926858902
0,4.81198178932099,15,5.98719483613968,5.92104661464691
4,3.14081222195794,27,3.9726487994194,3.90711331367493
6,4.9131859769124,9,5.98840141296387,5.76157289743423
0,4.67781813332987,15,5.99692434072495,5.9180743098259
1,0.777934083601286,54,0.98753035068512,0.93448132276535
6,4.67244533946296,9,5.99260604381561,5.78975582122803
0,5.42608485581382,7,6.99323099851608,6.52459245920181
1,1.56104503330627,46,1.98074334859848,1.75627583265305
0,2.40637477055888,39,2.9942479133606,2.92929714918137
4,3.93011637336534,19,4.99136501550674,4.54144048690796
1,0.792043399638336,54,0.99548077583313,0.985342979431152
6,5.65193056588133,1,6.98849248886108,6.84222853183746
0,5.75956350131854,8,6.97582513093948,6.70434474945068
1,2.62941768971576,38,2.270273655653,2.83407390117645
0,0,63,0,0
2,1.59247502680872,45,1.92661285400391,1.89076548814774
0,1.65045828223645,47,1.99227690696716,1.88077199459076
4,5.69986659985834,3,6.94583868980408,6.64976567029953
0,4.01401121899428,23,4.9870913028717,4.81318962574005
0,3.91443691328656,23,4.98568063974381,4.96940380334854
0,5.72789806787352,7,6.99676811695099,6.89035415649414
6,4.83105936051155,9,5.9965226650238,5.86497116088867
7,5.64799486872668,0,6.99588513374329,6.82530575990677
0,4.0574774305564,23,4.99450653791428,4.94594866037369
0,0,63,0,0
5,3.99594871518126,18,4.99433368444443,4.8683580160141
3,3.08976155248026,28,3.87727349996567,3.85003811120987
6,4.82315055933019,9,5.98876529932022,5.70568895339966
1,1.55065466177122,46,1.99875724315643,1.8730873465538
